Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
9913,Nippo Ltd.,3775,JPY,2.00263504611331,76,JPY,Electronic technology
6485,"Maezawa Kyuso Industries Co., Ltd.",1698,JPY,3.99274047186933,57,JPY,Producer manufacturing
7047,PORT INC.,2330,JPY,0.0994826900119379,2.5,JPY,Commercial services
7925,"Maezawa Kasei Industries Co., Ltd.",2385,JPY,3.18965517241379,69,JPY,Producer manufacturing
8596,"Kyushu Leasing Service Co., Ltd.",1501,JPY,4.23280423280423,53,JPY,Finance
6521,OXIDE Corp.,3115,JPY,0,0,JPY,Electronic technology
6653,"Seiko Electric Co., Ltd.",2600,JPY,1.96309383588536,50,JPY,Producer manufacturing
2114,Fuji Nihon Corporation,663,JPY,2.55639097744361,17,JPY,Process industries
208A,"Kozo Keikaku Engineering Holdings, Inc.",3100,JPY,3.02547770700637,90,JPY,Industrial services
9628,"San Holdings,Inc.",1507,JPY,3.60512129380054,37,JPY,Consumer services
2305,"Studio Alice Co., Ltd.",2006,JPY,2.5,50,JPY,Commercial services
2669,"Kanemi Co., Ltd.",3505,JPY,1.08262108262108,38,JPY,Consumer services
9405,Asahi Broadcasting Group Holdings Corporation,842,JPY,1.81598062953995,13,JPY,Consumer services
5210,"Nihon Yamamura Glass Co., Ltd.",4020,JPY,5.42168674698795,135,JPY,Process industries
8929,"Aoyama Zaisan Networks Co., Ltd.",1337,JPY,3.89705882352941,53,JPY,Finance
5038,"eWeLL Co.,Ltd",2195,JPY,0.721370604147881,16,JPY,Technology services
3580,"KOMATSU MATERE Co., Ltd.",910,JPY,3.05429864253394,25,JPY,Process industries
4771,"F&M Co., Ltd.",2304,JPY,1.7695295640915,40,JPY,Commercial services
4229,"Gun Ei Chemical Industry Co., Ltd.",5300,JPY,1.96078431372549,100,JPY,Process industries
7769,"Rhythm Co., Ltd.",4230,JPY,3.71026894865526,151.75,JPY,Electronic technology
3825,"Remixpoint, Inc.",225,JPY,0,0,JPY,Technology services
3333,"Asahi Co., Ltd.",1315,JPY,3.87897595034911,50,JPY,Retail trade
8006,"Yuasa Funashoku Co., Ltd.",1764,JPY,1.71330668189606,30,JPY,Distribution services
5408,"Nakayama Steel Works,Ltd.",623,JPY,4.83870967741935,40,JPY,Non-energy minerals
2153,E.J Holdings Inc.,1869,JPY,3.61575822989746,67,JPY,Industrial services
8101,GSI Creos Corporation,2748,JPY,3.56748804707613,97,JPY,Process industries
5185,"Fukoku Co., Ltd.",2025,JPY,3.99002493765586,75,JPY,Producer manufacturing
4025,"Taki Chemical Co., Ltd.",3900,JPY,1.69712793733682,65,JPY,Process industries
8364,"Shimizu Bank, Ltd.",2867,JPY,2.10526315789474,60,JPY,Finance
3355,KURIYAMA HOLDINGS CORPORATION,1736,JPY,3.6094674556213,61,JPY,Producer manufacturing
9278,BOOKOFF GROUP HOLDINGS LIMITED,1957,JPY,1.33120340788072,25,JPY,Retail trade
4072,Densan System Holdings Co. Ltd.,2950,JPY,2.95081967213115,90,JPY,Commercial services
2831,Hagoromo Foods Corporation,3480,JPY,1.85979971387697,60,JPY,Consumer non-durables
2209,"Imuraya Group Co., Ltd.",2544,JPY,1.43540669856459,36,JPY,Consumer non-durables
146A,Columbia Works Inc.,4135,JPY,1.83529411764706,78,JPY,Finance
7482,"SHIMOJIMA Co., Ltd.",1476,JPY,3.73185901865929,54,JPY,Process industries
4439,Toumei Co. Ltd.,1066,JPY,0.871559633027523,9.5,JPY,Technology services
3205,Daidoh Limited,1307,JPY,7.85545954438335,100,JPY,Consumer non-durables
6306,"Nikko Co., Ltd.",864,JPY,3.97196261682243,32,JPY,Producer manufacturing
6070,"Careerlink Co., Ltd.",2772,JPY,4.34153400868307,120,JPY,Commercial services
3472,Nippon Hotel & Residential Investment Corporation,76700,JPY,5.94047619047619,4491,JPY,Finance
8704,TRADERS HOLDINGS CO LTD,1079,JPY,3.26678765880218,32,JPY,Finance
7537,Marubun Corporation,1261,JPY,5.30973451327434,66,JPY,Distribution services
4763,"CREEK & RIVER Co., Ltd.",1466,JPY,2.81593406593407,41,JPY,Commercial services
7596,"Uoriki Co., Ltd.",2335,JPY,2.23559759243336,52,JPY,Retail trade
6222,Shima Seiki Mfg. Ltd.,985,JPY,1.5511892450879,10,JPY,Producer manufacturing
6620,"Miyakoshi Holdings, Inc.",785,JPY,0,0,JPY,Finance
341A,TOYOKOH Inc.,2270,JPY,0,0,JPY,Producer manufacturing
6238,FURYU CORP.,1199,JPY,3.30508474576271,39,JPY,Technology services
1904,"Taisei Oncho Co., Ltd.",5030,JPY,3.00589390962672,132,JPY,Industrial services
2389,"Digital Holdings, Inc.",2006,JPY,1.14656031904287,23,JPY,Commercial services
3837,Ad-Sol Nissin Corp.,1742,JPY,1.96024295969078,30,JPY,Technology services
4725,CAC Holdings Corporation,1899,JPY,5.24658971668415,100,JPY,Technology services
3922,PR TIMES Corporation,2340,JPY,0.432955023118958,10.3,JPY,Commercial services
4951,S.T. Corporation,1574,JPY,2.85714285714286,44,JPY,Consumer non-durables
2418,TSUKADA GLOBAL HOLDINGS Inc,666,JPY,1.78837555886736,12,JPY,Consumer services
7463,ADVAN GROUP CO. LTD.,1030,JPY,4,40,JPY,Distribution services
4475,HENNGE K.K.,900,JPY,0.509164969450102,5,JPY,Technology services
286A,"EUCALIA, Inc.",878,JPY,0,0,JPY,Commercial services
4792,"YAMADA Consulting Group Co., Ltd.",1684,JPY,4.59976105137396,77,JPY,Commercial services
9319,"Chuo Warehouse Co., Ltd.",1713,JPY,2.2089552238806,36,JPY,Transportation
8007,"Takashima & Co., Ltd.",928,JPY,4.92424242424242,43,JPY,Distribution services
8860,Fuji Corporation Limited,893,JPY,3.85925085130534,32,JPY,Consumer durables
3159,"Maruzen CHI Holdings Co., Ltd.",345,JPY,1.75438596491228,3,JPY,Distribution services
9441,"Bellpark Co., Ltd.",2584,JPY,3.94736842105263,102,JPY,Retail trade
8139,Nagahori Corporation,2063,JPY,0.485436893203883,10,JPY,Consumer durables
325A,"TENTIAL, Inc.",4120,JPY,0,,,Consumer non-durables
6994,Shizuki Electric Company Inc.,1107,JPY,2.19435736677116,14,JPY,Electronic technology
4826,"Computer Institute Of Japan, Ltd.",503,JPY,3.57852882703777,15,JPY,Technology services
6125,"Okamoto Machine Tool Works,Ltd.",4730,JPY,3.39702760084926,160,JPY,Producer manufacturing
8141,"Shinko Shoji Co., Ltd.",1110,JPY,1.31455399061033,15.5,JPY,Distribution services
2359,Core Corporation,2213,JPY,2.71862256456729,55,JPY,Technology services
6547,Greens Co. Ltd.,2327,JPY,1.54525386313466,35,JPY,Consumer services
4620,"Fujikura Kasei Co., Ltd.",1116,JPY,1.71919770773639,18,JPY,Process industries
7628,Ohashi Technica Inc.,1258,JPY,2.85599356395817,34,JPY,Producer manufacturing
3452,B-Lot Co. Ltd.,1571,JPY,4.55965021861337,73,JPY,Finance
2461,FAN Communications. Inc.,471,JPY,5.74468085106383,27,JPY,Commercial services
7525,RIX Corporation,3870,JPY,3.98950131233596,141,JPY,Producer manufacturing
3916,Digital Information Technologies Corp.,1008,JPY,3.90316205533597,36,JPY,Technology services
7888,Sanko Gosei Ltd.,1044,JPY,2.75049115913556,24,JPY,Producer manufacturing
9768,"Idea Consultants,Inc.",4325,JPY,2.71889400921659,118,JPY,Industrial services
2475,"WDB Holdings Co., Ltd.",1573,JPY,4.04716379859783,62.5,JPY,Commercial services
4709,ID Holdings Corporation,1922,JPY,3.85010266940452,65,JPY,Technology services
5592,"Kusurinomadoguchi, Inc.",2534,JPY,0.992647058823529,27,JPY,Technology services
6835,Allied Telesis Holdings K.K.,299,JPY,2.72108843537415,8,JPY,Electronic technology
5981,"TOKYO ROPE MFG. CO., LTD.",1949,JPY,4.65968586387435,64,JPY,Producer manufacturing
7488,Yagami Inc.,5860,JPY,4.05128205128205,174,JPY,Producer manufacturing
2217,Morozoff Limited,1518,JPY,0.933333333333333,27.3333220000113,JPY,Consumer non-durables
5632,"Mitsubishi Steel Mfg.Co., Ltd.",2044,JPY,3.65612648221344,64,JPY,Non-energy minerals
8772,"Asax Co., Ltd.",925,JPY,2.1551724137931,20,JPY,Finance
1780,Yamaura Corporation,1649,JPY,1.82549504950495,24,JPY,Industrial services
9286,Enex Infrastructure Investment Corporation,58500,JPY,6.49310344827586,3766,JPY,Finance
6626,Semitec Corporation,2759,JPY,1.49309443822322,40,JPY,Electronic technology
6986,Futaba Corp.,724,JPY,1.39275766016713,10,JPY,Producer manufacturing
7455,PARIS MIKI HOLDINGS Inc.,577,JPY,1.38648180242634,8,JPY,Retail trade
1828,Tanabe Engineering Corporation,2846,JPY,3.06014773126979,87,JPY,Industrial services
9932,"Sugimoto & Co., Ltd.",1438,JPY,3.82165605095541,44.5,JPY,Distribution services
5909,Corona Corporation,1049,JPY,2.68972142170989,28,JPY,Producer manufacturing
9908,"Nihon Denkei Co., Ltd.",2610,JPY,3.49514563106796,87,JPY,Electronic technology
6584,"Sanoh Industrial Co., Ltd.",871,JPY,3.34128878281623,28,JPY,Producer manufacturing
2374,Saint-Care Holding Corp,1210,JPY,2.47933884297521,30,JPY,Health services
6613,"QD Laser, Inc.",662,JPY,0,0,JPY,Electronic technology
6535,"i-mobile Co., Ltd.",522,JPY,4.97131931166348,26,JPY,Technology services
6915,"Chiyoda Integre Co., Ltd.",3345,JPY,4.82654600301659,160,JPY,Producer manufacturing
7637,"Hakudo Co., Ltd.",2639,JPY,2.55255255255255,89,JPY,Non-energy minerals
3983,ORO Co. Ltd.,1926,JPY,2.55754475703325,50,JPY,Technology services
2294,"Kakiyasu Honten Co., Ltd.",2876,JPY,2.94729542302358,85,JPY,Retail trade
2462,"LIKE, Inc.",1579,JPY,3.87794024157661,60,JPY,Commercial services
7844,Marvelous Inc.,505,JPY,2.00400801603206,10,JPY,Technology services
3771,"System Research Co., Ltd.",1771,JPY,3.33704115684093,60,JPY,Technology services
6378,"Kimura Chemical Plants Co., Ltd.",1409,JPY,2.71883289124668,41,JPY,Producer manufacturing
3470,"Marimo Regional Revitalization REIT, Inc.",107700,JPY,6.48169014084507,6903,JPY,Finance
4092,"Nippon Chemical Industrial Co., Ltd.",3560,JPY,3.11306901615272,92,JPY,Process industries
401A,Kasumigaseki Hotel REIT Investment Corp.,106600,JPY,0,,,Finance
7746,"Okamoto Glass Co., Ltd.",923,JPY,0,0,JPY,Process industries
3388,"Meiji Electric Industries Co., Ltd.",2482,JPY,3.02040816326531,60,JPY,Producer manufacturing
5574,"ABEJA,Inc.",2890,JPY,0,0,JPY,Technology services
9402,"Chubu-Nippon Broadcasting Co., Ltd.",1140,JPY,2.03720106288751,23,JPY,Consumer services
8789,Fintech Global Incorporated,151,JPY,2.02702702702703,3,JPY,Consumer services
3843,"FreeBit Co., Ltd.",1536,JPY,1.93798449612403,30,JPY,Technology services
4258,AMIYA Corporation,2725,JPY,0.459270072992701,15.73,JPY,Technology services
4973,"Japan Pure Chemical Co., Ltd.",5280,JPY,2.38636363636364,126,JPY,Process industries
7893,PRONEXUS Incorporated,1177,JPY,3.96893874029336,52,JPY,Commercial services
6071,"IBJ, Inc.",739,JPY,1.35685210312076,10,JPY,Technology services
3199,"Watahan & Co., Ltd.",1506,JPY,1.96476964769648,29,JPY,Distribution services
6061,"Universal Engeisha Co., Ltd.",3070,JPY,0.434201736806947,13,JPY,Distribution services
2674,"Hard Off Corporation Co., Ltd.",2098,JPY,3.68620037807183,78,JPY,Retail trade
2753,"AMIYAKI TEI CO., LTD.",1437,JPY,2.38262088297127,34,JPY,Consumer services
6089,"Will Group, Inc.",1282,JPY,3.43481654957065,44,JPY,Commercial services
4449,"giftee, Inc.",951,JPY,1.32382892057026,13,JPY,Technology services
250A,Shimadaya Corporation,1951,JPY,3.01612064482579,32,JPY,Consumer non-durables
9287,Japan Infrastructure Fund Investment Corporation,66400,JPY,3,1992,JPY,Finance
3393,"Startia Holdings,Inc.",2912,JPY,4.14683888511217,114,JPY,Technology services
7814,"JAPAN Creative Platform Group Co., Ltd.",620,JPY,2.22575516693164,14,JPY,Commercial services
4968,"Arakawa Chemical Industries,Ltd.",1515,JPY,3.40599455040872,49,JPY,Process industries
5357,"Yotai Refractories Co., Ltd.",1986,JPY,4.57782299084435,90,JPY,Non-energy minerals
3548,Baroque Japan Ltd.,811,JPY,4.7029702970297,38,JPY,Retail trade
6850,Chino Corporation,1729,JPY,2.4375380865326,40,JPY,Electronic technology
9556,"INTLOOP, Inc.",2961,JPY,0,0,JPY,Commercial services
1972,"Sanko Metal Industrial Co., Ltd.",1485,JPY,7.46775288526816,76,JPY,Industrial services
7570,"HASHIMOTO SOGYO HOLDINGS CO., LTD.",1404,JPY,3.51254480286738,48,JPY,Distribution services
3488,CENTRAL REIT Investment Corporation,116300,JPY,6.00518134715026,6954,JPY,Finance
5027,AnyMind Group Inc.,449,JPY,0.422832980972516,2,JPY,Technology services
8928,Anabki Kosan Inc.,2708,JPY,2.330743618202,58,JPY,Finance
5902,HOKKAN HOLDINGS Limited,2448,JPY,4.23190859077444,93,JPY,Process industries
7018,Naikai Zosen Corporation,16510,JPY,0.235294117647059,40,JPY,Producer manufacturing
5537,"AlbaLink Co.,Ltd.",3810,JPY,0,0,JPY,Finance
4463,"Nicca Chemical Co., Ltd.",1840,JPY,3.30396475770925,60,JPY,Process industries
8275,Forval Corporation,1116,JPY,2.68817204301075,30,JPY,Distribution services
1832,HOKKAIDENKO CORPORATION,1375,JPY,2.17391304347826,20,JPY,Industrial services
6470,"Taiho Kogyo Co., Ltd.",1070,JPY,2.03045685279188,20,JPY,Producer manufacturing
7373,Aidma Holdings Inc.,1818,JPY,1.61550888529887,30,JPY,Commercial services
7638,"NEW ART HOLDINGS Co., Ltd.",1605,JPY,2.74197195273632,9.09090899999999,JPY,Consumer durables
5957,"Nitto Seiko Co., Ltd.",787,JPY,2.9986962190352,23,JPY,Producer manufacturing
4064,"Nippon Carbide Industries Company,Incorporated",3085,JPY,2.7,80,JPY,Electronic technology
5698,"Envipro Holdings, Inc.",929,JPY,1.59574468085106,15,JPY,Distribution services
7420,"Satori Electric Co., Ltd.",2002,JPY,4.57782299084435,86,JPY,Distribution services
5218,Ohara Inc.,1174,JPY,2.16637781629116,25,JPY,Electronic technology
5254,"Arent, Inc.",4035,JPY,0,0,JPY,Technology services
8291,"Nissan Tokyo Sales Holdings Co., Ltd.",546,JPY,4.47761194029851,24,JPY,Retail trade
3553,"Kyowa Leather Cloth Co., Ltd.",1166,JPY,3.66492146596859,32,JPY,Producer manufacturing
9057,"Enshu Truck Co., Ltd.",3725,JPY,2.60053619302949,96,JPY,Transportation
6245,"Hirano Tecseed Co., Ltd.",1836,JPY,4.71289274106176,90,JPY,Producer manufacturing
261A,"Nihon Suido Consultants Co., Ltd.",2336,JPY,3.15969257045261,74,JPY,Industrial services
4801,"Central Sports Co., Ltd.",2465,JPY,1.81451612903226,50,JPY,Consumer services
2533,"Oenon Holdings, Inc.",467,JPY,2.37068965517241,11,JPY,Consumer non-durables
3989,SHARINGTECHNOLOGY. INC,1146,JPY,3.51493848857645,40,JPY,Technology services
135A,"VRAIN Solution,Inc.",2581,JPY,0,0,JPY,Technology services
9158,CUC Inc.,946,JPY,0,0,JPY,Commercial services
3489,"FaithNetwork Co.,Ltd",915,JPY,3.56883695652174,32.8333,JPY,Finance
2998,CREAL Inc.,709,JPY,0.788436268068331,6,JPY,Technology services
2349,"Nippon Information Development Co., Ltd.",2465,JPY,1.13498175922173,28,JPY,Technology services
9067,Maruwn Corporation,948,JPY,2.32312565997888,19,JPY,Transportation
8537,"Taiko Bank, Ltd.",2882,JPY,2.41879751209399,65,JPY,Finance
2120,LIFULL Co.Ltd.,204,JPY,5.02898550724638,10.41,JPY,Technology services
5729,"Nihon Seiko Co.,Ltd",11300,JPY,2.78526504941599,200,JPY,Non-energy minerals
9029,HIGASHI HOLDINGS CO. LTD.,2089,JPY,2.0260492040521,42,JPY,Transportation
1429,"Nippon Aqua Co., Ltd.",845,JPY,4.1866028708134,35,JPY,Process industries
8203,MrMax Holdings Ltd.,817,JPY,2.8290282902829,23,JPY,Retail trade
5845,"Zenhoren Co., Ltd.",1027,JPY,3.3175355450237,35,JPY,Finance
3877,"Chuetsu Pulp & Paper Co., Ltd.",2030,JPY,3.7332005973121,70,JPY,Process industries
9769,"Gakkyusha Co., Ltd.",2450,JPY,3.89344262295082,90,JPY,Commercial services
8070,"Tokyo Sangyo Co., Ltd.",1003,JPY,3.7037037037037,36,JPY,Distribution services
6706,"DKK Co.,Ltd.",3315,JPY,2.96052631578947,80,JPY,Industrial services
5363,TYK Corporation,615,JPY,3.64842454394693,21.2,JPY,Non-energy minerals
7466,SPK Corporation,2732,JPY,2.44913338357197,60,JPY,Distribution services
9709,"NCS&A Co., Ltd.",1612,JPY,4.03476101800124,40,JPY,Technology services
4310,Dream Incubator Inc.,2845,JPY,0,0,JPY,Finance
218A,"Liberaware Co.,Ltd.",1385,JPY,0,0,JPY,Electronic technology
462A,"FUNDINNO, Inc.",994,JPY,0,,,Finance
8301,Bank of Japan,26500,JPY,0,0,JPY,Government
4783,"NCD Co.,Ltd.",3410,JPY,2.77539341917024,70,JPY,Commercial services
9535,"Hiroshima Gas Co., Ltd.",382,JPY,3.125,12,JPY,Utilities
3791,"IG Port, Inc.",1319,JPY,0.83905415713196,11,JPY,Consumer services
4671,"FALCO HOLDINGS Co., Ltd",2686,JPY,4.68283582089552,123,JPY,Commercial services
7352,TWOSTONE&Sons Co.Ltd.,571,JPY,0.0826446280991736,0.5,JPY,Commercial services
7505,"FUSO DENTSU CO., LTD.",2003,JPY,4.22125181950509,87,JPY,Distribution services
8041,OUG Holdings Inc.,4650,JPY,2.0464135021097,97,JPY,Distribution services
3271,Global Ltd.,959,JPY,4.31034482758621,40,JPY,Consumer durables
6539,"Matching Service Japan Co.,Ltd.",1056,JPY,5.33333333333333,56,JPY,Commercial services
2301,"GAKUJO Co., Ltd.",1855,JPY,3.61575822989746,67,JPY,Commercial services
6496,"Nakakita Seisakusho Co., Ltd.",7090,JPY,1.43051771117166,100,JPY,Producer manufacturing
8089,Nice Corporation,2202,JPY,3.09794988610478,65,JPY,Distribution services
1384,"Hokuryo Co., Ltd.",3105,JPY,2.27272727272727,70,JPY,Process industries
3597,"Jichodo Co., Ltd.",10250,JPY,5.84225900681597,600,JPY,Consumer non-durables
7823,Artnature Inc.,817,JPY,3.45679012345679,28,JPY,Consumer non-durables
6779,"Nihon Dempa Kogyo Co., Ltd.",1251,JPY,2.53807106598985,30,JPY,Electronic technology
4979,"OAT Agrio Co., Ltd.",2363,JPY,2.51151109250733,60,JPY,Process industries
9687,"KSK Co., Ltd",4290,JPY,2.85057471264368,124,JPY,Technology services
3421,"INABA SEISAKUSHO Co., Ltd.",1693,JPY,2.58258258258258,42,JPY,Producer manufacturing
6763,"Teikoku Tsushin Kogyo Co., Ltd.",2836,JPY,3.6697247706422,100,JPY,Electronic technology
6279,Zuiko Corporation,971,JPY,1.11675126903553,10,JPY,Producer manufacturing
6086,Shin Maint Holdings Co.Ltd.,1279,JPY,1.30187144019528,16,JPY,Commercial services
7191,Entrust Inc.,1170,JPY,2.5974025974026,25,JPY,Commercial services
9083,"Shinki Bus Co., Ltd.",2071,JPY,1.6548463356974,30,JPY,Transportation
7856,HAGIHARA INDUSTRIES INC.,1828,JPY,3.65168539325843,65,JPY,Process industries
5945,"Tenryu Saw Manufacturing Co., Ltd.",2618,JPY,3.24752475247525,82,JPY,Consumer durables
4499,"Speee, Inc.",2270,JPY,0,0,JPY,Commercial services
3984,"User Local, Inc.",1521,JPY,1.50848522941546,14,JPY,Technology services
9035,"DAIICHIKOUTSU SANGYO Co.,Ltd.",753,JPY,3.31564986737401,25,JPY,Transportation
7774,"Japan Tissue Engineering Co., Ltd.",679,JPY,0,0,JPY,Health services
4410,HARIMA CHEMICALS GROUP Incorporated,1041,JPY,4.12573673870334,42,JPY,Process industries
7187,"J-LEASE CO., LTD.",1398,JPY,3.34507042253521,45,JPY,Finance
5535,MIGALO HOLDINGS Inc.,387,JPY,1.76767676767677,7,JPY,Finance
6445,JANOME Corporation,1435,JPY,3.15568022440393,40,JPY,Consumer durables
4847,Intelligent Wave Inc.,967,JPY,3.81050463439753,35,JPY,Technology services
4251,KEIWA Incorporated,1337,JPY,3.02343159486017,40,JPY,Process industries
6643,"Togami Electric Mfg.Co., Ltd.",5920,JPY,2.77777777777778,150,JPY,Producer manufacturing
8158,"Soda Nikka Co., Ltd.",1213,JPY,3.63175675675676,40,JPY,Distribution services
6246,Techno Smart Corp.,2040,JPY,4.3435822352367,86,JPY,Producer manufacturing
8869,Meiwa Estate Co. Ltd.,1150,JPY,3.46620450606586,40,JPY,Finance
7952,"Kawai Musical Instruments Manufacturing Co., Ltd.",3010,JPY,3.21815718157182,95,JPY,Consumer durables
9268,"OPTIMUS GROUP Co., Ltd.",369,JPY,4.85175202156334,18,JPY,Retail trade
4977,Nitta Gelatin Inc.,1446,JPY,1.64285714285714,20,JPY,Consumer non-durables
7683,"WA, Inc. (Japan)",1340,JPY,1.2810851544838,17,JPY,Retail trade
9979,Daisyo Corporation,1195,JPY,1.16086235489221,14,JPY,Consumer services
2009,"Torigoe Co., Ltd.",1116,JPY,4.51612903225806,49,JPY,Process industries
3694,OPTiM Corp.,456,JPY,0,0,JPY,Technology services
4662,Focus Systems Corporation,1644,JPY,2.86909742976689,42,JPY,Technology services
3178,CHIMNEY CO LTD,1304,JPY,0.766283524904214,10,JPY,Consumer services
2819,"Ebara Foods Industry, Inc.",2705,JPY,1.74009626064421,45,JPY,Consumer non-durables
4396,System Support Holdings Inc.,1200,JPY,2.35342691990091,25,JPY,Technology services
8093,"Kyokuto Boeki Kaisha, Ltd.",2163,JPY,3.28484279680901,70,JPY,Distribution services
3611,Matsuoka Corp. Ltd.,2500,JPY,3.69306524415265,90,JPY,Consumer non-durables
8228,"Maruichi Co., Ltd.",1252,JPY,1.73913043478261,22,JPY,Consumer non-durables
7678,"ASAKUMA CO.,LTD.",4670,JPY,0,0,JPY,Consumer services
6365,DMW Corporation,5980,JPY,3.29391891891892,175,JPY,Producer manufacturing
296A,"Reiwa Accounting Holdings Co., Ltd.",671,JPY,5.53892215568862,24.5,JPY,Commercial services
3939,"Kanamic Network Co., LTD.",526,JPY,1.42585551330799,7.5,JPY,Technology services
4563,AnGes. Inc.,62,JPY,0,0,JPY,Health technology
3678,"MEDIA DO Co., Ltd.",1661,JPY,2.19646125686394,36,JPY,Consumer services
9115,Meiji Shipping Group Co. Ltd.,749,JPY,0.677506775067751,5,JPY,Transportation
9994,Yamaya Corporation,2295,JPY,2.78745644599303,54,JPY,Retail trade
6203,"Howa Machinery, Ltd.",1878,JPY,1,20,JPY,Producer manufacturing
9216,"Bewith,Inc.",1738,JPY,4.4,77,JPY,Commercial services
2933,KIBUN FOODS INC.,1095,JPY,1.84331797235023,20,JPY,Consumer non-durables
6927,"Helios Techno Holding Co., Ltd.",1371,JPY,3.00146412884334,41,JPY,Electronic technology
2185,CMC Corporation,1885,JPY,2.80021540118471,52,JPY,Commercial services
3526,"Ashimori Industry Co., Ltd.",4115,JPY,2.4330900243309,100,JPY,Producer manufacturing
7185,"Hirose Tusyo, Inc.",3780,JPY,1.05121293800539,39,JPY,Finance
6167,"FUJI DIE Co., Ltd.",1279,JPY,3.22061191626409,40,JPY,Producer manufacturing
6072,"Jibannet Holdings Co., Ltd.",1027,JPY,0,0,JPY,Industrial services
2804,"Bull-Dog Sauce Co., Ltd.",1922,JPY,1.99370409233998,35,JPY,Consumer non-durables
4231,Tigers Polymer Corporation,1238,JPY,4.08163265306122,53,JPY,Process industries
6482,Yushin Company,764,JPY,2.78551532033426,20,JPY,Producer manufacturing
4579,RaQualia Pharma Inc.,990,JPY,0,0,JPY,Health technology
3915,"TerraSky Co., Ltd.",1848,JPY,0,0,JPY,Technology services
3179,"Syuppin Co., Ltd.",1325,JPY,3.00525920360631,40,JPY,Retail trade
2922,"Natori Co., Ltd.",1944,JPY,1.29265770423992,24,JPY,Consumer non-durables
4425,"Kudan, Inc.",1970,JPY,0,0,JPY,Technology services
3947,"Dynapac Co., Ltd.",2439,JPY,3.26530612244898,80,JPY,Process industries
7481,"OIE SANGYO Co., Ltd.",2755,JPY,3.43283582089552,90,JPY,Distribution services
7318,SERENDIP HOLDINGS Co. Ltd.,1428,JPY,0,0,JPY,Producer manufacturing
9644,TANABE CONSULTING GROUP CO. LTD,735,JPY,3.62116991643454,24,JPY,Commercial services
7675,"Central Forest Group Co., Ltd.",2780,JPY,2.25045372050817,62,JPY,Distribution services
9359,"Isewan Terminal Service Co., Ltd.",978,JPY,3.07692307692308,29,JPY,Transportation
3656,KLab Inc.,307,JPY,0,0,JPY,Technology services
2198,"IKK Holdings Co., Ltd",819,JPY,2.93398533007335,24,JPY,Consumer services
6184,"Kamakura Shinsho, Ltd.",554,JPY,3.59712230215827,20,JPY,Commercial services
4635,"Tokyo Printing Ink Manufacturing Co., Ltd.",1800,JPY,2.92957746478873,38,JPY,Process industries
9788,"NAC Co., Ltd.",542,JPY,4.1044776119403,22,JPY,Commercial services
1726,Br.Holdings Corporation,528,JPY,2.93560606060606,15,JPY,Industrial services
5142,Achilles Corporation,1742,JPY,1.20845921450151,20,JPY,Producer manufacturing
9990,SAC'S BAR HOLDINGS INC.,834,JPY,3.65853658536585,30,JPY,Retail trade
3921,NEOJAPAN Inc.,1705,JPY,2.94117647058824,40,JPY,Technology services
7030,Sprix Ltd.,1372,JPY,2.8169014084507,38,JPY,Consumer services
5852,Ahresty Corporation,928,JPY,3.62087326943557,28,JPY,Producer manufacturing
4889,Renascience Inc.,1768,JPY,0,0,JPY,Health technology
7475,"ALBIS Co., Ltd.",2740,JPY,2.5830258302583,70,JPY,Retail trade
3788,GMO GlobalSign Holdings K.K.,2060,JPY,2.76530612244898,56.91,JPY,Technology services
9270,"Valuence Holdings, Inc.",1741,JPY,0.580046403712297,10,JPY,Retail trade
3723,Nihon Falcom Corporation,2231,JPY,0.869943453675511,20,JPY,Consumer durables
2882,"EAT&HOLDINGS Co., Ltd.",2082,JPY,0.745192307692308,15.5,JPY,Consumer non-durables
3023,Rasa Corporation,2328,JPY,3.16780821917808,72,JPY,Distribution services
278A,Terra Drone Corporation,2303,JPY,0,0,JPY,Technology services
4404,"Miyoshi Oil & Fat Co., Ltd.",2325,JPY,3.03687635574837,70,JPY,Consumer non-durables
6566,"KANAME KOGYO Co., Ltd.",1483,JPY,1.88933873144399,28,JPY,Transportation
6232,ACSL Ltd.,1252,JPY,0,0,JPY,Electronic technology
8737,Akatsuki Corp.,747,JPY,3.91766268260292,28,JPY,Finance
7317,Matsuya R&D Co. Ltd.,1091,JPY,0.915750915750916,10,JPY,Producer manufacturing
3484,Innovation Holdings CO. LTD.,1348,JPY,2.12121212121212,28,JPY,Finance
2266,"Rokko Butter Co., Ltd.",1213,JPY,1.67224080267559,20,JPY,Consumer non-durables
2378,"Renaissance,Incorporated",1117,JPY,1.08205590622182,11,JPY,Consumer services
9204,Skymark Airlines Inc.,396,JPY,0.759493670886076,3,JPY,Transportation
4813,"Access Co., Ltd.",582,JPY,0,0,JPY,Technology services
2884,Yoshimura Food Holdings KK,1000,JPY,0,0,JPY,Consumer non-durables
1381,"AXYZ Co., Ltd.",3975,JPY,2.71739130434783,112.5,JPY,Process industries
6565,"ABHOTEL Co., Ltd.",1605,JPY,1.22100122100122,20,JPY,Consumer services
7962,"King Jim Co., Ltd.",822,JPY,1.71990171990172,14,JPY,Producer manufacturing
7033,"Management Solutions Co., Ltd.",1441,JPY,2.31548480463097,32,JPY,Commercial services
