Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
HBANZ,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred St",21.95,USD,3.62997658079625,0.62,USD,Finance
TPL,Texas Pacific Land Corporation,501.625,USD,0.424245798946008,2.13333,USD,Miscellaneous
VIK,Viking Holdings Ltd,77.57,USD,0,0,USD,Consumer services
CPRT,"Copart, Inc.",35.14,USD,0,0,USD,Retail trade
INSM,Insmed Incorporated,156.93,USD,0,0,USD,Health technology
DG,Dollar General Corporation,153.63,USD,1.54349247874428,2.36,USD,Retail trade
AXON,"Axon Enterprise, Inc.",425.94,USD,0,0,USD,Electronic technology
NRG,"NRG Energy, Inc.",174.71,USD,0.997054158169046,1.63,USD,Utilities
SYM,Symbotic Inc.,54.96,USD,0,0,USD,Producer manufacturing
MTB,M&T Bank Corporation,220.82,USD,2.56618044300378,5.7,USD,Finance
IRM,Iron Mountain Incorporated (Delaware),112.35,USD,2.89504451839194,3.219,USD,Finance
CHTR,"Charter Communications, Inc.",230.145,USD,0,0,USD,Consumer services
CPNG,"Coupang, Inc.",17.82,USD,0,0,USD,Retail trade
WAT,Waters Corporation,331.23,USD,0,0,USD,Health technology
ADM,Archer-Daniels-Midland Company,67.18,USD,3.01373910474221,2.04,USD,Process industries
VICI,VICI Properties Inc.,30.125,USD,5.84050297816016,1.695,USD,Finance
EXR,Extra Space Storage Inc,150.31,USD,4.30822418722159,6.48,USD,Finance
PAYX,"Paychex, Inc.",88.04,USD,4.94335736354274,4.02,USD,Technology services
TPR,"Tapestry, Inc.",155.52,USD,0.980584428319278,1.4,USD,Retail trade
DOV,Dover Corporation,232.71,USD,0.897152515927708,2.07,USD,Producer manufacturing
TDY,Teledyne Technologies Incorporated,676.2,USD,0,0,USD,Electronic technology
FISV,"Fiserv, Inc.",58.4513,USD,0,0,USD,Commercial services
XYL,Xylem Inc.,127.82,USD,1.25726858400126,1.6,USD,Producer manufacturing
QSR,Restaurant Brands International Inc.,67.56,USD,3.67244187768399,2.48,USD,Consumer services
ASTS,"AST SpaceMobile, Inc.",83.71,USD,0,0,USD,Communications
SATS,EchoStar Corporation,106.42,USD,0,0,USD,Communications
FWONA,Liberty Media Corporation - Series A Liberty Formula One,79.65,USD,0,0,USD,Technology services
XYZ,"Block, Inc.",50.03,USD,0,0,USD,Commercial services
AEE,Ameren Corporation,109.895,USD,2.55487585462397,2.84,USD,Utilities
RJF,"Raymond James Financial, Inc.",153.925,USD,1.33220139750539,2,USD,Finance
CBOE,"Cboe Global Markets, Inc.",289.14,USD,0.93068146565096,2.7,USD,Finance
ULTA,"Ulta Beauty, Inc.",676.72,USD,0,0,USD,Retail trade
FICO,Fair Isaac Corporation,1265.45,USD,0,0,USD,Commercial services
DTE,DTE Energy Company,144.09,USD,3.04079533767569,4.435,USD,Utilities
ATO,Atmos Energy Corporation,180.605,USD,1.98657274928461,3.48,USD,Utilities
FTAI,FTAI Aviation Ltd.,287.89,USD,0.439784681419977,1.2,USD,Electronic technology
KHC,The Kraft Heinz Company,24.92,USD,6.519967400163,1.6,USD,Consumer non-durables
CTSH,Cognizant Technology Solutions Corporation,61.66,USD,2.02846392933093,1.24,USD,Technology services
HAL,Halliburton Company,35.1741,USD,1.92962542565267,0.68,USD,Industrial services
NTRA,"Natera, Inc.",212.085,USD,0,0,USD,Health technology
BIIB,Biogen Inc.,198.655,USD,0,0,USD,Health technology
VEEV,Veeva Systems Inc.,176.975,USD,0,0,USD,Technology services
ROL,"Rollins, Inc.",60.175,USD,1.12206028486254,0.6775,USD,Commercial services
FE,FirstEnergy Corp.,49.875,USD,3.4892942109437,1.76,USD,Utilities
CQP,"Cheniere Energy Partners, LP",59.49,USD,5.50811987276076,3.465,USD,Utilities
LEN,Lennar Corporation,117.66,USD,1.72117039586919,2,USD,Consumer durables
EIX,Edison International,74.6,USD,4.50100468854655,3.36,USD,Utilities
MTD,"Mettler-Toledo International, Inc.",1407.05,USD,0,0,USD,Health technology
TSCO,Tractor Supply Company,54.06,USD,1.70718129523103,0.92,USD,Retail trade
PPL,PPL Corporation,37.685,USD,2.92538915727322,1.09,USD,Utilities
PPG,"PPG Industries, Inc.",126.5,USD,2.21779018747507,2.78,USD,Process industries
JBL,Jabil Inc.,266.955,USD,0.122473974280465,0.32,USD,Producer manufacturing
STLD,"Steel Dynamics, Inc.",193.005,USD,1.02035610428039,2,USD,Non-energy minerals
ON,ON Semiconductor Corporation,71.52,USD,0,0,USD,Electronic technology
TW,Tradeweb Markets Inc.,119.14,USD,0.406779661016949,0.48,USD,Finance
HUBB,Hubbell Inc,527.34,USD,1.04063908392812,5.38,USD,Producer manufacturing
IQV,"IQVIA Holdings, Inc.",165.07,USD,0,0,USD,Health technology
ES,Eversource Energy (D/B/A),74.33,USD,4.02030185655136,3.01,USD,Utilities
STZ,"Constellation Brands, Inc.",160.135,USD,2.55927738050433,4.04,USD,Consumer non-durables
DXCM,"DexCom, Inc.",72.06,USD,0,0,USD,Health technology
WTW,Willis Towers Watson Public Limited Company,289.38,USD,1.26234906695939,3.68,USD,Finance
CNP,"CenterPoint Energy, Inc (Holding Co)",42.435,USD,2.05176031709023,0.88,USD,Utilities
BAP,Credicorp Ltd.,344.65,USD,3.14683426713502,,,Finance
PHM,"PulteGroup, Inc.",142.19,USD,0.656158619214036,0.92,USD,Consumer durables
RDDT,"Reddit, Inc.",142.43,USD,0,0,USD,Technology services
HPE,Hewlett Packard Enterprise Company,20.295,USD,2.6625,0.52,USD,Electronic technology
WRB,W.R. Berkley Corporation,70.575,USD,0.492957746478873,0.35,USD,Finance
NTRS,Northern Trust Corporation,141.31,USD,2.20829177945576,3.1,USD,Finance
DVN,Devon Energy Corporation,43.04,USD,2.19830547286467,0.96,USD,Energy minerals
CFG,"Citizens Financial Group, Inc.",62.335,USD,2.75244039046247,1.72,USD,Finance
ZM,"Zoom Communications, Inc.",89.395,USD,0,0,USD,Technology services
BNTX,BioNTech SE,110.345,USD,0,0,USD,Health technology
GFS,GlobalFoundries Inc.,47.44,USD,0,0,USD,Electronic technology
FSLR,"First Solar, Inc.",244.75,USD,0,0,USD,Electronic technology
DLTR,"Dollar Tree, Inc.",131.91,USD,0,0,USD,Retail trade
RPRX,Royalty Pharma plc,45.405,USD,1.93534198372553,0.88,USD,Health technology
MKL,Markel Group Inc.,2054.285,USD,0,0,USD,Finance
NBIS,Nebius Group N.V.,102.8508,USD,0,0,USD,Technology services
CW,Curtiss-Wright Corporation,701.93,USD,0.133001544534066,0.93,USD,Electronic technology
AWK,"American Water Works Company, Inc.",132.37,USD,2.44319891664159,3.31,USD,Utilities
OMC,Omnicom Group Inc.,83.17,USD,3.59133126934985,2.9,USD,Commercial services
MDB,"MongoDB, Inc.",316.81,USD,0,0,USD,Technology services
VRSK,"Verisk Analytics, Inc.",186.37,USD,0.991189427312775,1.8,USD,Technology services
ARES,Ares Management Corporation,116.39,USD,3.91027319542638,4.48,USD,Finance
FIS,"Fidelity National Information Services, Inc.",48.7,USD,3.37126000842815,1.44,USD,Technology services
FTI,TechnipFMC plc,63.021,USD,0.311284046692607,0.2,USD,Industrial services
LUV,Southwest Airlines Company,51.14,USD,1.41453831041257,0.72,USD,Transportation
RF,Regions Financial Corporation,28.62,USD,3.58760013932428,1.03,USD,Finance
CINF,Cincinnati Financial Corporation,160.8325,USD,2.16269964576471,3.48,USD,Finance
CASY,"Caseys General Stores, Inc.",676,USD,0.328991440267957,2,USD,Retail trade
AVB,"AvalonBay Communities, Inc.",175.985,USD,3.96915400317532,7,USD,Finance
CHD,"Church & Dwight Company, Inc.",104.77,USD,1.12103363100893,1.18,USD,Consumer non-durables
DRI,"Darden Restaurants, Inc.",215.22,USD,2.75366377298609,5.6,USD,Consumer services
AER,AerCap Holdings N.V.,147.985,USD,0.731013943414106,1.08,USD,Finance
EXE,Expand Energy Corporation,102.045,USD,2.22911416941268,2.3,USD,Energy minerals
WSM,"Williams-Sonoma, Inc.",205.36,USD,1.30770754903903,2.275,USD,Retail trade
Q,"Qnity Electronics, Inc.",116.99,USD,0.0537730776124754,,,Electronic technology
STE,STERIS plc (Ireland),249.63,USD,0.971227388612359,2.23,USD,Health technology
LPLA,LPL Financial Holdings Inc.,305.465,USD,0.394892720810846,1.2,USD,Finance
SYF,Synchrony Financial,70.235,USD,1.66957026713124,1.15,USD,Finance
GIS,"General Mills, Inc.",45.565,USD,5.35478184222124,2.4,USD,Consumer non-durables
SW,Smurfit WestRock plc,46.63,USD,3.72261827608555,1.7447,USD,Process industries
RGLD,"Royal Gold, Inc.",285.36,USD,0.639879387118264,1.825,USD,Non-energy minerals
EQR,Equity Residential,62.91,USD,4.3746051800379,2.77,USD,Finance
XPO,"XPO, Inc.",203.945,USD,0,0,USD,Transportation
ZS,"Zscaler, Inc.",149.55,USD,0,0,USD,Technology services
FLEX,Flex Ltd.,64.82,USD,0,0,USD,Electronic technology
EXPE,"Expedia Group, Inc.",194.165,USD,0.848761338921012,1.6,USD,Consumer services
FCNCA,"First Citizens BancShares, Inc.",1987.66,USD,0.40443196386057,7.95,USD,Finance
CPAY,"Corpay, Inc.",339.67,USD,0,0,USD,Commercial services
LH,Labcorp Holdings Inc.,286.285,USD,1.00946372239748,2.88,USD,Health services
BRO,"Brown & Brown, Inc.",69.23,USD,0.889242336610758,0.615,USD,Finance
SOFI,"SoFi Technologies, Inc.",18.465,USD,0,0,USD,Finance
FCNCN,"First Citizens BancShares, Inc. - Depositary Shares, each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock, Series E",25.235,USD,0.40443196386057,7.95,USD,Finance
IP,International Paper Company,44.51,USD,4.16572843954064,1.85,USD,Process industries
BG,Bunge Limited,121.3,USD,2.29146060006594,2.8,USD,Process industries
AMCR,Amcor plc,50.79,USD,5.06623171213919,2.5375,USD,Process industries
WWD,"Woodward, Inc.",392.33,USD,0.285154161468544,1.12,USD,Producer manufacturing
EFX,"Equifax, Inc.",193.72,USD,1.00302499601974,1.89,USD,Commercial services
CMS,CMS Energy Corporation,75.72,USD,2.84403669724771,2.17,USD,Utilities
VLTO,Veralto Corp,93.355,USD,0.496760259179266,0.46,USD,Producer manufacturing
CTRA,Coterra Energy Inc.,30.44,USD,2.86178861788618,0.84,USD,Energy minerals
DGX,Quest Diagnostics Incorporated,207,USD,1.54268909993733,3.2,USD,Health services
KEY,KeyCorp,20.965,USD,3.90290337934317,0.82,USD,Finance
RL,Ralph Lauren Corporation,375.42,USD,0.975920447074293,3.3,USD,Consumer non-durables
PSTG,"Pure Storage, Inc.",68.845,USD,0,0,USD,Electronic technology
FOX,Fox Corporation,51.1,USD,1.08161258603736,0.54,USD,Consumer services
VG,"Venture Global, Inc.",9.21,USD,0.710498409331919,,,Industrial services
L,Loews Corporation,108.36,USD,0.229969644006991,0.25,USD,Finance
CRDO,Credo Technology Group Holding Ltd,123.56,USD,0,0,USD,Technology services
DOW,Dow Inc.,31.02,USD,6.93069306930693,2.1,USD,Process industries
LULU,lululemon athletica inc.,181.5221,USD,0,0,USD,Consumer non-durables
MTZ,"MasTec, Inc.",280.895,USD,0,0,USD,Industrial services
AS,"Amer Sports, Inc.",40,USD,0,0,USD,Consumer durables
GPN,Global Payments Inc.,78.915,USD,1.25801987671405,1,USD,Commercial services
ALAB,"Astera Labs, Inc.",129.68,USD,0,0,USD,Electronic technology
LDOS,"Leidos Holdings, Inc.",174.16,USD,0.947674418604651,1.63,USD,Technology services
ALB,Albemarle Corporation,186.585,USD,0.912573231185219,1.62,USD,Process industries
ATI,ATI Inc.,160.125,USD,0,0,USD,Non-energy minerals
NI,NiSource Inc,45.77,USD,2.42424242424242,1.12,USD,Utilities
TSN,"Tyson Foods, Inc.",63.15,USD,3.19250317662008,2.01,USD,Consumer non-durables
FN,Fabrinet,601.76,USD,0,0,USD,Electronic technology
HUM,Humana Inc.,178.705,USD,1.95407374696401,3.54,USD,Health services
JBHT,"J.B. Hunt Transport Services, Inc.",225.035,USD,0.792542891880938,1.76,USD,Transportation
CNC,Centene Corporation,43.49,USD,0,0,USD,Health services
IFF,"International Flavors & Fragrances, Inc.",83.3,USD,1.94552529182879,1.6,USD,Consumer non-durables
ENTG,"Entegris, Inc.",140.235,USD,0.293212138982554,0.4,USD,Producer manufacturing
SBAC,SBA Communications Corporation,201.075,USD,2.22400320577039,3.92,USD,Finance
DIDIY,DiDi Global Inc.,4.58,USD,0,0,USD,Transportation
USFD,US Foods Holding Corp.,95.15,USD,0,0,USD,Distribution services
NVR,"NVR, Inc.",7510.14,USD,0,0,USD,Consumer durables
BR,"Broadridge Financial Solutions, Inc.",179.235,USD,2.11119330791555,3.52,USD,Technology services
DD,"DuPont de Nemours, Inc.",50.91,USD,2.85543130990415,1.43,USD,Process industries
CHRW,"C.H. Robinson Worldwide, Inc.",175.155,USD,1.40519187358916,2.49,USD,Transportation
CSGP,"CoStar Group, Inc.",48.455,USD,0,0,USD,Technology services
THC,Tenet Healthcare Corporation,235.51,USD,0,0,USD,Health services
TROW,"T. Rowe Price Group, Inc.",93.77,USD,5.4588437567161,5.08,USD,Finance
FLUT,Flutter Entertainment plc,116.6,USD,0,0,USD,Consumer services
FUTU,Futu Holdings Limited,141.175,USD,0,0,USD,Finance
PKG,Packaging Corporation of America,226.85,USD,2.21680336954112,5,USD,Process industries
NTAP,"NetApp, Inc.",102.8,USD,2.06903411916841,2.08,USD,Electronic technology
UTHR,United Therapeutics Corporation,471.68,USD,0,0,USD,Health technology
INCY,Incyte Corporation,101.74,USD,0,0,USD,Health technology
YUMC,"Yum China Holdings, Inc.",55.97,USD,1.73944555173039,0.96,USD,Consumer services
PFG,Principal Financial Group Inc,93.155,USD,3.32290430467149,3.08,USD,Finance
RVMD,"Revolution Medicines, Inc.",104.04,USD,0,0,USD,Health technology
SNA,Snap-On Incorporated,386.76,USD,2.29908918701508,8.86,USD,Consumer durables
MRNA,"Moderna, Inc.",50.5,USD,0,0,USD,Health technology
ROIV,Roivant Sciences Ltd.,27.76,USD,0,0,USD,Health technology
EXAS,Exact Sciences Corporation,103.605,USD,0,0,USD,Health technology
VRSN,"VeriSign, Inc.",214.005,USD,1.09225022459691,2.31,USD,Technology services
ZBH,"Zimmer Biomet Holdings, Inc.",100.09,USD,0.965212145586165,0.96,USD,Health technology
LII,"Lennox International, Inc.",560.6,USD,0.910172301924879,5.05,USD,Producer manufacturing
PHYS,Sprott Physical Gold Trust ETV,39.12,USD,0,0,USD,Miscellaneous
APG,APi Group Corporation,44.345,USD,0,0,USD,Industrial services
BURL,"Burlington Stores, Inc.",306.51,USD,0,0,USD,Retail trade
EXPD,"Expeditors International of Washington, Inc.",142.63,USD,1.02920537325403,1.46,USD,Transportation
DKS,Dick's Sporting Goods Inc,212.27,USD,2.29488028768809,4.4,USD,Retail trade
CRS,Carpenter Technology Corporation,382.72,USD,0.207770621234157,0.8,USD,Non-energy minerals
TEAM,Atlassian Corporation,71.96,USD,0,0,USD,Technology services
ILMN,"Illumina, Inc.",124.545,USD,0,0,USD,Health technology
NVT,nVent Electric plc,117.6725,USD,0.704776820673453,0.81,USD,Electronic technology
PSLV,Sprott Physical Silver Trust ETV,28.885,USD,0,0,USD,Miscellaneous
LYB,LyondellBasell Industries NV,58.33,USD,9.61877867984469,5.45,USD,Process industries
RIVN,"Rivian Automotive, Inc.",15.12,USD,0,0,USD,Consumer durables
MKC,"McCormick & Company, Incorporated",69.88,USD,2.63195742844815,1.8,USD,Consumer non-durables
MTSI,"MACOM Technology Solutions Holdings, Inc.",249.845,USD,0,0,USD,Electronic technology
VTRS,Viatris Inc.,16.24,USD,3.00940438871473,0.48,USD,Health technology
EVRG,"Evergy, Inc.",81.22,USD,3.28522713433199,2.6975,USD,Utilities
SGI,Somnigroup International Inc.,88.42,USD,0.689259046524986,0.6,USD,Consumer durables
FTV,Fortive Corporation,58.435,USD,0.489681706890521,0.28,USD,Electronic technology
SMCI,"Super Micro Computer, Inc.",30.85,USD,0,0,USD,Electronic technology
BWXT,"BWX Technologies, Inc.",201.55,USD,0.504083072890412,0.96,USD,Electronic technology
PTC,PTC Inc.,154.05,USD,0,0,USD,Technology services
LNT,Alliant Energy Corporation,70.91,USD,2.86121540814908,2.03,USD,Utilities
CG,The Carlyle Group Inc.,50.37,USD,2.82714054927302,1.4,USD,Finance
WY,Weyerhaeuser Company,24.896,USD,3.34261838440111,0.84,USD,Finance
BIP,Brookfield Infrastructure Partners LP Limited Partnership,38.89,USD,4.44444444444444,1.72,USD,Utilities
QXO,"QXO, Inc.",25.38,USD,0,0,USD,Distribution services
RBC,RBC Bearings Incorporated,565.335,USD,0,0,USD,Producer manufacturing
BALL,Ball Corporation,67.125,USD,1.1915400655347,0.8,USD,Process industries
SN,"SharkNinja, Inc.",126.25,USD,0,0,USD,Consumer durables
WST,"West Pharmaceutical Services, Inc.",246.965,USD,0.352141511751699,0.86,USD,Health technology
ITT,ITT Inc.,205.38,USD,0.687729610580455,1.404,USD,Producer manufacturing
NXT,Nextpower Inc.,118.84,USD,0,0,USD,Electronic technology
TWLO,Twilio Inc.,115.9,USD,0,0,USD,Technology services
JBS,JBS N.V.,16.26,USD,0.0132569888475836,0.001775114,USD,Consumer non-durables
SSNC,"SS&C Technologies Holdings, Inc.",70.89,USD,1.49532710280374,1.04,USD,Technology services
TXT,Textron Inc.,99.305,USD,0.0809716599190283,0.08,USD,Electronic technology
PODD,Insulet Corporation,245.33,USD,0,0,USD,Health technology
HII,"Huntington Ingalls Industries, Inc.",438.49,USD,1.23969772379626,5.43,USD,Electronic technology
MKSI,MKS Inc.,255.8,USD,0.346852705845256,0.88,USD,Producer manufacturing
HPQ,HP Inc.,18.665,USD,6.36621253405995,1.1576,USD,Technology services
WSO,"Watsco, Inc.",415.255,USD,2.91467294940614,12,USD,Producer manufacturing
HOLX,"Hologic, Inc.",75.43,USD,0,0,USD,Health technology
DECK,Deckers Outdoor Corporation,118.39,USD,0,0,USD,Consumer non-durables
CHKP,Check Point Software Technologies Ltd.,156.27,USD,0,0,USD,Technology services
PNR,Pentair plc.,102.46,USD,1.00334448160535,1.02,USD,Producer manufacturing
GRAB,Grab Holdings Limited,4.1,USD,0,0,USD,Transportation
RS,"Reliance, Inc.",320.18,USD,1.48744964363186,4.8,USD,Non-energy minerals
TLN,Talen Energy Corporation,364.615,USD,0,0,USD,Utilities
APTV,Aptiv PLC,78.255,USD,0,0,USD,Producer manufacturing
TPG,TPG Inc.,43.04,USD,4.67642890883325,1.98,USD,Finance
ESS,"Essex Property Trust, Inc.",254.845,USD,4.02616222143892,10.28,USD,Finance
CSL,Carlisle Companies Incorporated,402.6525,USD,1.04824419098011,4.2,USD,Producer manufacturing
VNOM,"Viper Energy, Inc.",45.715,USD,5.18238434163701,2.4,USD,Miscellaneous
GPC,Genuine Parts Company,119.19,USD,3.54683195592287,4.12,USD,Distribution services
NLY,Annaly Capital Management Inc.,22.74,USD,12.2699386503067,2.8,USD,Finance
NDSN,Nordson Corporation,293.03,USD,1.10795651270688,3.16,USD,Producer manufacturing
COO,"The Cooper Companies, Inc.",83.3,USD,0,0,USD,Health technology
WES,"Western Midstream Partners, LP",41.3,USD,8.75,3.605,USD,Industrial services
OWL,Blue Owl Capital Inc.,10.445,USD,8.18965517241379,0.855,USD,Finance
SUI,"Sun Communities, Inc.",130.095,USD,3.09545593168649,3.76,USD,Finance
CDW,CDW Corporation,125.4,USD,2.03443514984163,2.505,USD,Technology services
CNH,CNH Industrial N.V.,12.85,USD,1.96386488609584,,,Producer manufacturing
WPC,W. P. Carey Inc. REIT,73.17,USD,4.95483164522311,3.62,USD,Finance
EWBC,"East West Bancorp, Inc.",115.925,USD,2.0671834625323,2.4,USD,Finance
TRMB,Trimble Inc.,66.43,USD,0,0,USD,Technology services
AFRM,"Affirm Holdings, Inc.",47.44,USD,0,0,USD,Finance
KIM,Kimco Realty Corporation (HC),23.4,USD,4.31439555745408,1.01,USD,Finance
ULS,UL Solutions Inc.,78.41,USD,0.664282064384262,0.52,USD,Commercial services
AA,Alcoa Corporation,60.731,USD,0.668784484199967,0.4,USD,Non-energy minerals
LECO,"Lincoln Electric Holdings, Inc.",284.525,USD,1.08119642920653,3.04,USD,Producer manufacturing
INVH,Invitation Homes Inc.,25.63,USD,4.55962587685113,1.17,USD,Finance
J,Jacobs Solutions Inc.,132.97,USD,0.971168437025797,1.28,USD,Technology services
CDE,"Coeur Mining, Inc.",24.2969,USD,0,0,USD,Non-energy minerals
MAA,"Mid-America Apartment Communities, Inc.",133,USD,4.55636390909773,6.075,USD,Finance
IEX,IDEX Corporation,208.6975,USD,1.37430437938543,2.84,USD,Producer manufacturing
GGG,Graco Inc.,93.59,USD,1.20598686335738,1.12,USD,Producer manufacturing
H,Hyatt Hotels Corporation,163.275,USD,0.375822110867523,0.6,USD,Consumer services
ONON,On Holding AG,46.52,USD,0,0,USD,Consumer non-durables
AVY,Avery Dennison Corporation,198.24,USD,1.88180246160106,3.7,USD,Process industries
CLX,Clorox Company (The),126.59,USD,3.89712843168192,4.9,USD,Consumer non-durables
MAS,Masco Corporation,74.94,USD,1.67976158222704,,,Producer manufacturing
TOL,"Toll Brothers, Inc.",160.8,USD,0.631153749053269,0.98,USD,Consumer durables
FFIV,"F5, Inc.",268.95,USD,0,0,USD,Technology services
KTOS,"Kratos Defense & Security Solutions, Inc.",89.19,USD,0,0,USD,Electronic technology
HL,Hecla Mining Company,22.655,USD,0.0625260525218841,0.015,USD,Non-energy minerals
RPM,RPM International Inc.,117.775,USD,1.81018877682958,1.99,USD,Process industries
